username,description,location,following,followers,totaltweets,retweetcount,text,target,hashtags,actual_time
imd_zone2,,,716,3374,40692,1,"Rains, actually partying in #Chennai &amp; how it can miss out of its fab citi🙂🙂 on the eve of #Twenty22 🪁🪁

#chennairains",0,"['Chennai', 'Twenty22', 'chennairains']",2021-12-31 08:26:21+00:00
Arun01216858,,,161,4,1361,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 09:03:38+00:00
KKalpavalli,Seeking truth along with all others.,Chennai,55,328,119291,33,Next batch of #Rains moving in over parts of #Chennai &amp; suburbs. Heavy rains in a few places. Spell of rains could last for about 30 minutes or so. Further #Comk updates as things evolve. Please stay at home unless there's an absolute need to go out. #ChennaiRains2021 https://t.co/N64y66lXOE,1,"['Rains', 'Chennai']",2021-12-31 12:44:49+00:00
Arunkum13949508,"🇮🇳
தமிழன்",,644,20,1541,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 12:42:52+00:00
Cartoonist_JB,0.107 K followers,A small dot in the universe,281,107,10651,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:45:32+00:00
Kavin_93_,"Thalapathy Rasigan 💞🔥

Instagram : Thalapathy_kavin__","Kinathukadavu, India",41,28,1046,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 12:46:42+00:00
SasiThalaiva,Thalapathy Veriyan @actorvijay and  @virendersehwag forever 😘 கெட்டவனுக்கெல்லாம் கெட்டவன் 😎😎,"Chennai, India",44,168,6189,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 13:59:47+00:00
rajeshsekar_7,Mechanical Engineer & Proud Bjpian.,"Panruti,Tamil Nadu.",100,100,20909,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 13:29:31+00:00
Premgovindaraj1,,,260,50,20039,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 13:29:31+00:00
RonSwan68241414,,,66,3,1773,7,"A day of unprecedented insane rains and #Chennai city is on standstill.
Roads flooded
No electricity
No transport
Traffic jams
There’s no taxi to be hired
No restaurants open

Absolute mayhem in the city!

Making Tehri using my iPhone &amp; scented candles. 🤐🙈😅

#chennaifloods",1,['Chennai'],2021-12-31 14:38:39+00:00
Kirubhaharan17,#Be myself 😎,,212,31,4130,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 11:41:59+00:00
shank_cool_95,Everything happens for a reason !! #thala_fan_forever #MSD_vazhiyil #foodie #proud_90skid,Korattur,1169,60,8614,3,"Rains continued to lash #Chennai on Friday, as several parts of the city remained water-logged
Scenes in K.K. Nagar and Pudupet
#chennairains #ChennaiRains2021 
Photos: M. Vedhan, K. Pichumani/The Hindu https://t.co/w1MK9zfx9U",1,['Chennai'],2021-12-31 11:10:20+00:00
Thesavageguy201,,,78,0,53,33,Next batch of #Rains moving in over parts of #Chennai &amp; suburbs. Heavy rains in a few places. Spell of rains could last for about 30 minutes or so. Further #Comk updates as things evolve. Please stay at home unless there's an absolute need to go out. #ChennaiRains2021 https://t.co/N64y66lXOE,1,"['Rains', 'Chennai']",2021-12-31 10:03:30+00:00
maheshcafe,amidst a squandering milieu #Insta @streetraiderr,India,5000,394,17945,9,"#TamilNadu CM MK Stalin has written to #AmitShah stating that the Indian Meteorological Centre failed to alert the state government about the heavy rains that lashed #Chennai on Thursday.
(@Akshayanath )
https://t.co/S6MVmBdRhP",0,"['TamilNadu', 'AmitShah']",2022-01-01 14:09:36+00:00
GopiB50043669,,,13,2,293,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:49:34+00:00
ziyadhzee,die hard fan of thalapathy @actorvijay Anna  and REDEVILS @manutd @ROONEY #10 Messi,Chennai,153,199,54083,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 14:23:58+00:00
RainStorm_TN,Tracking Thunderstorms/Rains especially TamilNadu,CHENNAI,1596,20118,31953,2,2nd day - Relentless heavy rains for the last one hour and more  in kelambakkam @ChennaiRains @chennaiweather @praddy06 #Chennai #chennairains #ChennaiRain https://t.co/DfB3VHB6EV,1,[],2021-12-31 09:58:03+00:00
yuvi_strong_12,"Die hard Yuvi Fan😎 
கோவை💪✌️            THALAPATHY 🔥
Beaster and Swifty💯❤️🤩",India,997,127,5099,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 12:52:11+00:00
its_nikhil_17,,,44,1,6,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 13:29:57+00:00
iam_thalapathi,திராவிடம் | தளபதி விஜய் | தளபதி ஸ்டாலின் | Vfx CG Artist Tamil Cinema industry | Belongs to Dravidian Stock 🔥,"Tamil Nadu, india",906,1167,72301,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 11:55:44+00:00
MadanGowriSquad,"Hello Everyone, Official Squad Page Of Youtube Fame #MadanGowri | Join Us #MGSquad 🖖🏼",YouTube,1,5864,2463,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 13:10:12+00:00
BadriSanthanam,"IT Professional, longing for a change in Tamil Nadu politics.",,1000,739,9755,16,"Lack of vision , #corruption
#mismanagement.. well said.. People started realizing the effect of corruption in the form of rains and also recent building and #wallcollapse issue. Selecting right candidates is in the hands of people. 

#Chennai 
#ChennaiRains2021 
#chennaifloods https://t.co/neVil3OMJc",0,"['corruption', 'mismanagement']",2021-12-31 09:00:00+00:00
AbyssChronicles,"Overlooking its own nescience and away from God, this (in) human race securely marches to the Abyss wondering the Heavens. ★
Daily #video #news on #catastrophes",,2,198,649,1,"Hell fell on #Chennai! Endless #rains and #floods throughout #TamilNadu, #India

A red alert has been issued for four Tamil Nadu districts: Chennai, #Kancheepuram, #Thiruvallur, and #Chengalepattu

Fri Dec 31 2021

𝖠 𝖡 𝖸 𝖲 𝖲 ℭ𝔥𝔯𝔬𝔫𝔦𝔠𝔩𝔢𝔰 2021 https://t.co/Kq2iCj7hRu",1,"['Chennai', 'rains', 'floods', 'TamilNadu', 'India', 'Kancheepuram', 'Thiruvallur', 'Chengalepattu']",2021-12-31 10:36:00+00:00
sharukk59801451,"Addicted to @actorVijay Anna💓😍😍..
Nayan Forever 😍...Fan boy Of losliya chalakutty😘Nivetha Thomas....Dhoni Nd Raina😎😎..","حريملاء, المملكة العربية السعو",657,577,27915,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 10:08:16+00:00
vijay16340613,.,,10,0,43,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2022-01-01 02:33:31+00:00
Cardinals____,,தமிழ்நாடு,889,198,25385,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 14:17:18+00:00
Thalapa37663844,Thalapathy 🔥,,209,3,600,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:55:17+00:00
_devadharshini_,♒🐶👩‍⚕️💫🌜🌊🌈🎧📽📝🖊🎁,,2828,1899,45975,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:10:50+00:00
satmanSTR,அப்பா 🙏💔,mars,2094,1210,66118,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2022-01-01 00:12:55+00:00
GlocalJobs,CoE @catalyst4jobs Global #WFH Jobs@ Villages in India & Nepal. Job Guarantee to #only who earn at least one Degree/Diploma from ours #Catch° °Lob° #लोक_ल° लपक°,"North Carolina, USA",18,10,691,15,"#Chennai rains: Heavy rainfall warning in four #TamilNadu districts
#ITVideo #chennairains #rains https://t.co/GpOgayd16x",1,"['Chennai', 'TamilNadu', 'ITVideo', 'chennairains', 'rains']",2021-12-31 10:13:01+00:00
sanjusadagopan,"Journalist | Assistant News Editor @news18tamilnadu,writes 4 @news18dotcom
Ex @Republic,@News7tamil.Interested in politics,defence & conflict.
Tweets are my own",Chennai,1903,12964,17225,0,Rains again in #Chennai 🙄 https://t.co/pj2NkXeuDR,1,['Chennai'],2021-12-31 07:55:05+00:00
ruhulhuq,SPECIALIZED IN RESEARCHING NATURE'S SECRET IN NATURAL GEM'S & Do Not Wear Gama Radiation Treated Heated  Gem Jewellery Wearer will have SERIOUS HEALTH HAZARD,"New Delhi, India",117,206,4846,31,"Mulitple location in Chennai city facing heavy traffic congestion for several hours now due to the unexpected rains.
Video: @Akshayanath 
#Chennai #Chennaitraffic #traffic #heavyrain https://t.co/VZ9SG1w0OA",0,[],2021-12-31 09:22:13+00:00
probin2374,LEARNER,DELHI,1635,356,52631,6,"Preserving wetlands is crucial for #Chennai to stay above water during rains and cyclones

 Chennai is only 6.7 metres above sea level and more often than not, large areas of the city are quickly flooded after a shower. https://t.co/jbwgdUNkkM 

By Nina Varghese",1,['Chennai'],2022-01-03 03:01:03+00:00
IndiaTodayFLASH,No dragging feet on news. Crisp & short news shots served here,,117,1150070,567843,3,"TN CM Stalin calls out IMD for not predicting Chennai rains; cold wave likely in NW India from Jan 4

Track updates: https://t.co/T4n2pp87aP 
#IMD #TamilNadu #Chennai #ChennaiRains https://t.co/XbMoQlDz4P",0,[],2022-01-01 04:53:02+00:00
hellokrishlak,"Be The Change You Want To See. 
Support Pro Growth, Pro Development Policies.","London, England",163,19,1052,2,Next time if it rains &amp; gets flooded people in Chennai go get a Land Rover Defender .. costs only 1.22 crore. #DMK #chennai #SaveChennai #TamilNadu https://t.co/tbYxwyHPVZ,0,"['DMK', 'chennai', 'SaveChennai', 'TamilNadu']",2022-01-04 21:42:59+00:00
Naveenk70722296,work,,471,59,9570,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 12:49:48+00:00
JogarishettarV,"Vinny:) |KLEIT'AN😎|Ex-chetanite|St Marian|
Founder,President-#Revolution Minds
|@revolutionmind5|Humanitarian♥️|
#DaanUtsav National Coordinator|@daanutsav|","Hubballi,Karnataka ",3174,322,68906,106,Thousands of people throng the Chennai Metro Rail stations to avoid traffic and rains and reach home. Location : Madras High court Metro station  #Chennai #Chennaiametro #Chennairains https://t.co/ghAMVPm0f8,0,[],2021-12-31 11:07:30+00:00
Tamizh71431260,"தீதும் நன்றும் பிறர் தர வாரா!
Belongs to the Tamilian stock!",Chennai,183,106,10232,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 07:59:33+00:00
MirrorNow,MIRROR NOW's Mission: Demand accountability and relentlessly drive improvement by addressing everyday issues.,India,27,106638,143653,0,"CHENNAI'S FLOOD WOES
The #Chennai Flood Disaster Mitigation and Management Committee submitted a 90-page report to #CM #MKStalin on why the city floods each time it rains. The initial findings suggest short and long-term solutions rid the #Chennai flood issue. https://t.co/QxwGTfllwt",0,"['Chennai', 'CM', 'MKStalin', 'Chennai']",2022-01-04 03:45:39+00:00
Monkey_shib,,,13,1,26,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 17:01:46+00:00
Thalasriram1409,"👑👑thala ajithkumar👑👑
marq Marquez,
Brad pitt,Christian bale,
CR7 ♥️#thenotorious",,255,37,2557,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:49:31+00:00
_g_v_k_,"Manitham!!
cini freak 
#ThalaAjithkumar 
#Msd 
#Cr7
#Memer 
@mr_pichumani_memes in insta",,57,14,1011,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 10:20:39+00:00
VelmaniSVG18,𝔼𝕟𝕘𝕚𝕟𝕖𝕖𝕣🤗Proud of ꪜⅈ𝕣ꪖ𝕥ⅈꪖꪀ❤Cricket Spectator😉Thala😍𝕃𝕠𝕧𝕖 everyone as 𝕝𝕚𝕧𝕖✌,"Salem, India",1174,1142,39185,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 15:40:24+00:00
Mersalmathi20,,Chennai,644,159,44036,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 07:59:14+00:00
dt_next,"DT Next is the English daily from Daily Thanthi group. With a micro-focus on Chennai & TN, DT Next offers incisive coverage on politics, sports, features & ent.","Chennai, India",439,12036,152868,1,"As Chennai and its suburbs received heavy rains for the past two days, the Water Resources Department (WRD) increased the outflow from Puzhal lake to 3,000 cusecs of water.

#Chennai #Puzhal #Heavyrains #ChennaiRains #ChennaiRains2021 
https://t.co/7VkYFHlxUg",1,"['Chennai', 'Puzhal', 'Heavyrains', 'ChennaiRains', 'ChennaiRains2021']",2022-01-02 08:09:17+00:00
sudhaprasadrani,,Karnataka,635,119,11361,31,"Mulitple location in Chennai city facing heavy traffic congestion for several hours now due to the unexpected rains.
Video: @Akshayanath 
#Chennai #Chennaitraffic #traffic #heavyrain https://t.co/VZ9SG1w0OA",0,[],2021-12-31 07:48:57+00:00
Tarun_K_Singh_,"🚩🚩🌹जय श्री राम 🌹🚩🚩
🌹🙏ॐ नमो भगवते वासुदेवाय🙏🌹

🙏🙏🙏 GIVE RESPECT🙏TAKE RESPECT 🙏🙏🙏",,1071,1869,53859,154,"Heavy rains in #TamilNadu cause 3 deaths, parts of #Chennai waterlogged 

#ChennaiRain #ChennaiRains2021 #chennaifloods

https://t.co/7V5nWkOKes #latest_news",1,"['TamilNadu', 'Chennai', 'ChennaiRain', 'ChennaiRains2021']",2021-12-31 16:32:20+00:00
PanchayatSandes,The monthly journal on decentralisation of democracy published in Hindi-English by All India Panchayat Parishad and Balvantray Mehta Panchayati Raj Foundation.,"Mayur Vihar, New Delhi",163,559,18824,9,"Flash Flood: Today #Chennai is flooded after the heavy rains. The destructions of the native drainage systems have been promoted as an advantage, as such #FlashFlood is a round the year affair in #NewIndia and we hope its makers will take a note of the fact. #ChennaiRains2021",1,['Chennai'],2022-01-04 08:54:25+00:00
saravanan181119,,,413,26,8950,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 14:46:19+00:00
poojaMM7,,Chennai,3,1,15,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 09:57:27+00:00
buyazed288,,,61,1616,772418,1,"Coastal Tamil Nadu to get widespread rainfall: MET Department

Follow live updates here https://t.co/bwiZFSxLdQ

#Chennai #ChennaiRains #TamilNaduRains https://t.co/j7vu0piNIL",0,['Chennai'],2021-12-31 13:28:54+00:00
KishoreIyer5,Brahmanical Patriarchy | HINDUTVA | Saffron | CrossFit | Metal | Anti-Desert cult | Varnashrama Dharma | Anti-left/liberals/secularists,,2177,2196,6322,9,"Choodamani Pradanam that most of us missed on 30th due to intense rains being restaged again. Thanks to Kalakshetra for it. How can we miss it ? 😍
#classicalarts #decemberseason #chennai #heritage #culture https://t.co/I3NVK1QkqA",0,[],2022-01-03 16:32:27+00:00
AbdulMlis1978,,"New Delhi, India",59,4,55,1,"Tamil Nadu rains: Red alert in Chennai, 3 other districts; three dead

#TamilNadu #RedAlert #Chennai #rain #weather 
https://t.co/NUYElmRCr0 https://t.co/zYuaM8XMk5",1,"['TamilNadu', 'RedAlert', 'Chennai', 'rain', 'weather']",2021-12-31 09:07:57+00:00
MuKeShK43851018,,,32,0,458,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 14:19:44+00:00
eswar_sundar,Thalapathy Fan 😍❤️🔥💥....         Interested in Exploring the Mother Nature...NATURE ADDICT. A Proud Single😍😍😍,"Bengaluru, India",1456,517,30922,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 12:52:54+00:00
vickydmeindian,"வாழ்க்கை என்பது போர்க்களம் இங்கே துன்பத்தை எதிர்த்து போரிடுபவர்களை விட தூரமாய் அதை கண்டதுமே புறமுதுகு காட்டி ஓடுபவர்களே அதிகம்.
I either win or learn never lose","Tamil Nadu, India",1616,1049,84156,26,"Within days of the receipt of this letter, the Chennai office of IMD says that it does not have the technology to foresee the recent rains. The minister should take note of this. #Chennai #Rain #Flood #People",0,[],2022-01-01 12:45:17+00:00
Gobinaath16,#OmSairam -- Waiting For #ChennaiRains -- Role Model #AK #Ajithian -- Favorite Food #ChickenBriyani -- #GadgetFreak -- #Live_LetLive #ECMWF,"Chennai, India",2696,175,12101,27,"Parts of #Chennai coming under some fairly heavy spell of #Rains, we could see #thunderstorms develop as the rain clouds move across the land.  Slow moving storms so the rains could be very heavy in one or two places. #COMK #ChennaiRains. #ChennaiRains2021 https://t.co/T7APb3X6ez",1,"['Chennai', 'Rains', 'thunderstorms']",2021-12-31 07:48:27+00:00
yuvanmain,"THALAPATHY VIJAY 🤍 #OTFC 
Back up - @Yuvanmain_

Instagram - https://t.co/P1dNMqQCvf","Tamil Nadu, India",5204,6827,111957,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:26:31+00:00
smitha_tk,"Principal Correspondent at The Quint | Former NDTV Prime/ NDTV 24x7 & Hindustan Times | Theatre | Food | ACJ Alumna
All views are personal.","Chennai, India",1729,17490,18559,1,"Heavy spell of rains lashed several parts of #Chennai on 30 Dec afternoon, with many low-lying areas getting waterlogged. Three people also reportedly died due to electrocution, amid the rains. @smitha_tk reports LIVE from the city. WATCH HERE: 
https://t.co/t8VDzOUxld",1,['Chennai'],2021-12-31 07:57:52+00:00
arunkum39776967,,"Vaniyambadi, India",865,167,2154,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:36:22+00:00
syedimran_ind,"𝐔𝐀𝐄 𝐈𝐏𝐋𝟐𝟎𝟐𝟏 #Teamindia @msdhoni 
 #Dhoni #MSDhoni  Flag💎","Chennai, India",3104,1614,43160,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 13:09:36+00:00
manikandan2475,"#Thalapathy Vijay Fan
#MSD 07 😍",,302,173,3596,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 07:48:37+00:00
sanjayk35417122,,,242,50,20936,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:04:27+00:00
WeTamilans,#RT BOT which do #RT 's on #Tamil and #TamilNadu,"Tamil Nadu, India",0,8601,145502,3,"Rains will taper off by noon on the #HappyNewyear2022 day in #Chennai and north coastal #Tamilnadu,  with few late evening and night spells.
Sunday mostly dry after morning showers.
Friends - Wish you all a very happy new year 2022!

#Chennairains 
#2022 https://t.co/qEXemvMUEM",1,"['HappyNewyear2022', 'Chennai', 'Tamilnadu']",2021-12-31 16:21:06+00:00
Dinesh_yuvi12,ᴅɪᴇ ʜᴇᴀʀᴛ @YUVSTRONG12 😍 ғᴏʟʟᴏᴡᴇʀ 😈 ɴᴀᴅɪᴘɪɴ ɴᴀʏᴀɢᴀɴ 💪 @Suriya_offl 😍 ᵃⁿⁿᵃ ʀᴀsɪɢᴀɴ 😘丨ᴅᴀᴅᴀ ᵃʳᵐʸ丨    ᴄʀɪᴄᴋᴇᴛ ʟᴏᴠᴇʀ 🔥丨🎵🎤இசைஞானி 🎹 இளையராஜா 🎶 @thisisysr 🎸,நிலையான இடம் தேடி,979,3373,311288,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 16:01:16+00:00
thegangaputra,"One born or brought up in #Ganga River Basin is her offspring, but it's actually the karma that defines whether suputra or kuputra: quote on #GangaPutra","New Delhi, India",22,111,6063,9,"Flash Flood: Today #Chennai is flooded after the heavy rains. The destructions of the native drainage systems have been promoted as an advantage, as such #FlashFlood is a round the year affair in #NewIndia and we hope its makers will take a note of the fact. #ChennaiRains2021",1,['Chennai'],2022-01-01 04:17:35+00:00
CabipoolCHN,"Ride, Chat & Share! Official Exclusive handle for RTing #ChennaiTrafficUpdates. Download our app from https://t.co/5gKWGAkQzI","Chennai, India",15,309,21618,3,"Chennai Rains: Waterlogging, Traffic Jam Annoys Citizens, CM Stalin Assures Quick Relief #ChennaiRains #MKStalin #Chennai #Waterlogging https://t.co/kx0pl3XK3C",0,"['ChennaiRains', 'MKStalin']",2021-12-31 10:42:43+00:00
Iamvaishnav18,«Evolve to a mystery wrapped in an Enigma«  #CommercialPilot,India,2167,211,77885,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 07:52:53+00:00
WeTamilans,#RT BOT which do #RT 's on #Tamil and #TamilNadu,"Tamil Nadu, India",0,8601,145502,20,"Wishing all our wellwishers A Happy &amp; Prosperous New Year on behalf of the #COMK Family.  While #Chennai &amp; suburbs could see substantial reduction in #Rains today, coastal delta needs to be wary of sudden burst of heavy rains as convergence moves south. https://t.co/yrerKbFuHF https://t.co/tAREHNxfLI",1,"['COMK', 'Chennai']",2022-01-01 01:20:55+00:00
abdulrazik97,Chennaite. CA. Sports fanatic. Urban enthusiast. RT's are endorsements. Views are from my neighbours.  Secretary @mufcchennai Founding member @bstandblues,"Chennai,India",365,418,1446,1,"If not for this city's reliable and safe suburban trains and metro, we would be rock bottom during rains. We need to increase the spending on storm water drains minus corruption, public transport and ensure proper footpaths on every street which is basic for a good city #Chennai",0,['Chennai'],2021-12-31 12:04:08+00:00
YaswanthSk21,💜💙,"Pallipattu, India",32,7,6546,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:05:55+00:00
TheAmayMishra,"ADVOCATE  TIS HAZARI DISTT COURT DELHI,",Delhi India,5697,6079,29482,154,"Heavy rains in #TamilNadu cause 3 deaths, parts of #Chennai waterlogged 

#ChennaiRain #ChennaiRains2021 #chennaifloods

https://t.co/7V5nWkOKes #latest_news",1,"['TamilNadu', 'Chennai', 'ChennaiRain', 'ChennaiRains2021']",2021-12-31 07:58:26+00:00
Ramvignesh490,,Chennai,461,137,100993,36,"“It takes years to build up, it takes moments to destroy.” - Haruki Murakami. 
What caused the #Chennai Deluge yesterday &amp; why we at #COMK think starting today the #Rains over Coastal #TamilNadu could be the traditional #Monsoon type rains. https://t.co/BsoljP7ir6 #ChennaiRains https://t.co/U5qTFWPoxw",1,['Chennai'],2021-12-31 10:24:50+00:00
RooBanSr28,,"Chennai, India",3335,1213,96191,100,"Thousands of people throng the Chennai Metro Rail stations to avoid traffic and rains and reach home. Trains are running packed @THChennai #Chennai #Chennaiametro #Chennairains

Video credit: @rsujatha_30 https://t.co/z6zb06DjmF",0,[],2021-12-31 09:22:51+00:00
dineshbm,"I'm a centrist. Grown up with a multiplicity of choice in every aspect of my lives, So as my politics & Ideologies.
CEO of an IT Company","India, Chennai",543,230,5551,11,"We just had major rains&amp; watterlogging. Again, today's non stop rain ( straight 7 hrs) causes major traffic block and heavy waterlogging.   We never learn. We never follow up. We have accepted mediocrity. Sad. 
#Chennai 
#chennaitraffic 
#chennairain",1,[],2021-12-31 13:32:35+00:00
DTruckwala,Indian Truck- Heavy Vehicle Simulation Gamer/Weather Aficionado/Foreign Policy and Defence Enthusiast 🌸インド明治維新を信じる🌸,India,437,70,1606,20,"Wishing all our wellwishers A Happy &amp; Prosperous New Year on behalf of the #COMK Family.  While #Chennai &amp; suburbs could see substantial reduction in #Rains today, coastal delta needs to be wary of sudden burst of heavy rains as convergence moves south. https://t.co/yrerKbFuHF https://t.co/tAREHNxfLI",1,"['COMK', 'Chennai']",2022-01-01 09:43:36+00:00
ridin_dirty_,Here to retweet best of memes ☺️,At Peace,258,79,3883,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 12:41:51+00:00
iamsahin__,"All love, no hates!",,228,37,11336,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 09:12:53+00:00
akdr1987,so called Engineer! Belong to the Dravidian stock !,Erode,167,225,1486,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 09:11:00+00:00
scroll_in,"Quality journalism isn't cheap. Support https://t.co/dDlzkWD5yp. 
Here's how https://t.co/nJZ81DnHvp",,102,436194,391770,2,"As #Chennai went through another major flooding, the importance of the Pallikarnai marsh came to the fore once again.

https://t.co/4BjpwKBQPa",1,['Chennai'],2022-01-04 00:00:01+00:00
Srilekha87,I am a diehard fan of #illayathalapathy @actorvijay anna. Music lover. ARR & Illayaraja. #homemaker,Chennai,4366,4057,207342,27,"Parts of #Chennai coming under some fairly heavy spell of #Rains, we could see #thunderstorms develop as the rain clouds move across the land.  Slow moving storms so the rains could be very heavy in one or two places. #COMK #ChennaiRains. #ChennaiRains2021 https://t.co/T7APb3X6ez",1,"['Chennai', 'Rains', 'thunderstorms']",2021-12-31 07:49:22+00:00
Gurush_,Proud Indian. Right of center.,Planet Earth,1408,268,25090,27,"Parts of #Chennai coming under some fairly heavy spell of #Rains, we could see #thunderstorms develop as the rain clouds move across the land.  Slow moving storms so the rains could be very heavy in one or two places. #COMK #ChennaiRains. #ChennaiRains2021 https://t.co/T7APb3X6ez",1,"['Chennai', 'Rains', 'thunderstorms']",2021-12-31 08:14:26+00:00
MUdhaya89954703,sports lub,,71,1,9,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 07:48:36+00:00
SubashK65052560,h,,67,0,99,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:24:02+00:00
Kishore_VJfan,"உயிரே போனாலும் தளபதி வெறியன்...🔥சாவே வந்தாலும் தளபதி வெறியன்...💪 
.


#BTS ♥️ #FREEFIRE 💥",chennai,866,883,19748,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 11:56:15+00:00
OpShakul,,,35,3,396,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 12:55:21+00:00
KalyanD72882375,i love cricket,,23,7,1598,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2022-01-01 06:01:22+00:00
arunpan78316271,,,4,1,95,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 16:04:13+00:00
kpraveen1483,"Engineer, IT Professional .Son, Student , Husband, Father . Blessed. Views are personal and blunt",,769,66,4366,1,"Chief Minister @mkstalin, GCC Commissioner @GSBediIAS and @KN_NEHRU inspected Seethamal colony, #Alwarpet where water stagnation during rains is a major issue for the residents.

@CMOTamilnadu #Chennai #chennairains #HeavyRain #HeavyRains #TNRains #TNRain https://t.co/SgUHQnZBey",0,['Alwarpet'],2021-12-31 10:33:22+00:00
Benasin_F,"Benasin Vijay Veriyan💚

My Demi God @actorvijay💗

O T F C Team 🔥

My Soul THALAPATHY VIJAY Anna ❤️","Mayiladuthurai, India",284,4156,64302,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 12:56:04+00:00
sandhiy54302395,iam big fan of thalapathy vijay 😎 and cricket  🏏 CSK VERIYAN 💛 Dhoni FAN 🔥  MY YOUTUBE CHANNEL https://t.co/8SJuZj7qf1,,887,203,14286,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 13:46:10+00:00
