text,PreprocessedText,Words,Tag
Post rain scene. Today morning 9am. #Chennai #ChennaiRain #chennaifloods #rangarajapuram #kodambakkam #subramanianagar https://t.co/tqz24y3hxO,Post rain scene Today morning 9am Chennai ChennaiRain chennaifloods rangarajapuram kodambakkam subramanianagar httpstcotqzyhxO,rangarajapuram,B-geo
Post rain scene. Today morning 9am. #Chennai #ChennaiRain #chennaifloods #rangarajapuram #kodambakkam #subramanianagar https://t.co/tqz24y3hxO,Post rain scene Today morning 9am Chennai ChennaiRain chennaifloods rangarajapuram kodambakkam subramanianagar httpstcotqzyhxO,kodambakkam,B-geo
Post rain scene. Today morning 9am. #Chennai #ChennaiRain #chennaifloods #rangarajapuram #kodambakkam #subramanianagar https://t.co/tqz24y3hxO,Post rain scene Today morning 9am Chennai ChennaiRain chennaifloods rangarajapuram kodambakkam subramanianagar httpstcotqzyhxO,subramanianagar,B-geo
"Preserving wetlands is crucial for #Chennai to stay above water during rains and cyclones

 Chennai is only 6.7 metres above sea level and more often than not, large areas of the city are quickly flooded after a shower. https://t.co/jbwgdUNkkM 

By Nina Varghese",Preserving wetlands is crucial for Chennai to stay above water during rains and cyclonesChennai is onlymetres above sea level and more often than not large areas of the city are quickly flooded after a shower httpstcojbwgdUNkkM By Nina Varghese,wetlands,O
"Preserving wetlands is crucial for #Chennai to stay above water during rains and cyclones

 Chennai is only 6.7 metres above sea level and more often than not, large areas of the city are quickly flooded after a shower. https://t.co/jbwgdUNkkM 

By Nina Varghese",Preserving wetlands is crucial for Chennai to stay above water during rains and cyclonesChennai is onlymetres above sea level and more often than not large areas of the city are quickly flooded after a shower httpstcojbwgdUNkkM By Nina Varghese,Nina Varghese,O
"Preserving wetlands is crucial for #Chennai to stay above water during rains and cyclones

 Chennai is only 6.7 metres above sea level and more often than not, large areas of the city are quickly flooded after a shower. https://t.co/jbwgdUNkkM 

By Nina Varghese",Preserving wetlands is crucial for Chennai to stay above water during rains and cyclonesChennai is onlymetres above sea level and more often than not large areas of the city are quickly flooded after a shower httpstcojbwgdUNkkM By Nina Varghese,Cyclones,O
"Preserving wetlands is crucial for #Chennai to stay above water during rains and cyclones

 Chennai is only 6.7 metres above sea level and more often than not, large areas of the city are quickly flooded after a shower. https://t.co/jbwgdUNkkM 

By Nina Varghese",Preserving wetlands is crucial for Chennai to stay above water during rains and cyclonesChennai is onlymetres above sea level and more often than not large areas of the city are quickly flooded after a shower httpstcojbwgdUNkkM By Nina Varghese,shower,O
"Rain bands focusing over South of #Chennai
 #Mahabalipuram to #Pondy stretch and parts of #Delta surrounding seeing rains. #Chennai and suburbs can expect rains towards evening -night. This rain event will end by Sunday or early Monday. https://t.co/J3TEnLjP30",Rain bands focusing over South of Chennai Mahabalipuram to Pondy stretch and parts of Delta surrounding seeing rains Chennai and suburbs can expect rains towards evening night This rain event will end by Sunday or early Monday httpstcoJTEnLjP,Mahabalipuram,B-geo
"Rain bands focusing over South of #Chennai
 #Mahabalipuram to #Pondy stretch and parts of #Delta surrounding seeing rains. #Chennai and suburbs can expect rains towards evening -night. This rain event will end by Sunday or early Monday. https://t.co/J3TEnLjP30",Rain bands focusing over South of Chennai Mahabalipuram to Pondy stretch and parts of Delta surrounding seeing rains Chennai and suburbs can expect rains towards evening night This rain event will end by Sunday or early Monday httpstcoJTEnLjP,pondy,B-geo
"Rain bands focusing over South of #Chennai
 #Mahabalipuram to #Pondy stretch and parts of #Delta surrounding seeing rains. #Chennai and suburbs can expect rains towards evening -night. This rain event will end by Sunday or early Monday. https://t.co/J3TEnLjP30",Rain bands focusing over South of Chennai Mahabalipuram to Pondy stretch and parts of Delta surrounding seeing rains Chennai and suburbs can expect rains towards evening night This rain event will end by Sunday or early Monday httpstcoJTEnLjP,delta,B-geo
"Rain bands focusing over South of #Chennai
 #Mahabalipuram to #Pondy stretch and parts of #Delta surrounding seeing rains. #Chennai and suburbs can expect rains towards evening -night. This rain event will end by Sunday or early Monday. https://t.co/J3TEnLjP30",Rain bands focusing over South of Chennai Mahabalipuram to Pondy stretch and parts of Delta surrounding seeing rains Chennai and suburbs can expect rains towards evening night This rain event will end by Sunday or early Monday httpstcoJTEnLjP,sunday,O
"Rain bands focusing over South of #Chennai
 #Mahabalipuram to #Pondy stretch and parts of #Delta surrounding seeing rains. #Chennai and suburbs can expect rains towards evening -night. This rain event will end by Sunday or early Monday. https://t.co/J3TEnLjP30",Rain bands focusing over South of Chennai Mahabalipuram to Pondy stretch and parts of Delta surrounding seeing rains Chennai and suburbs can expect rains towards evening night This rain event will end by Sunday or early Monday httpstcoJTEnLjP,monday,O
"Rain water filled at Government Peripheral Hospital in Chennai. 

#ChennaiRains2021 #chennaifloods https://t.co/6AunpdpF1p",Rain water filled at Government Peripheral Hospital in Chennai ChennaiRains chennaifloods httpstcoAunpdpFp,Government Peripheral Hospital,B-geo
Rains again in #Chennai 🙄 https://t.co/pj2NkXeuDR,Rains again in ChennaihttpstcopjNkXeuDR,Chennai,B-geo
"Rains are not the issue right now!!!
#chennai itself in every context
#chennairains",Rains are not the issue right nowchennai itself in every contextchennairains,issue,O
"Rains continue to lash #Chennai; visuals from Marina Beach
(ANI) https://t.co/WJ4kDp5DqB",Rains continue to lash Chennai visuals from Marina BeachANI httpstcoWJkDpDqB,Marina beach,B-geo
"Rains continue to lash Chennai; visuals from Marina Beach 

#Chennai #ChennaiRain #ChennaiRains2021 #TamilNaduRains #TamilNadu #India #TheFirstIndia https://t.co/ilavrAZX2E",Rains continue to lash Chennai visuals from Marina Beach Chennai ChennaiRain ChennaiRains TamilNaduRains TamilNadu India TheFirstIndia httpstcoilavrAZXE,visuals,O
"Rains continued to lash #Chennai on Friday, as several parts of the city remained water-logged
Scenes in K.K. Nagar and Pudupet
#chennairains #ChennaiRains2021 
Photos: M. Vedhan, K. Pichumani/The Hindu https://t.co/w1MK9zfx9U",Rains continued to lash Chennai on Friday as several parts of the city remained waterloggedScenes in KK Nagar and Pudupetchennairains ChennaiRains Photos M Vedhan K PichumaniThe Hindu httpstcowMK9zfx9U,Friday,O
"Rains continued to lash #Chennai on Friday, as several parts of the city remained water-logged
Scenes in K.K. Nagar and Pudupet
#chennairains #ChennaiRains2021 
Photos: M. Vedhan, K. Pichumani/The Hindu https://t.co/w1MK9zfx9U",Rains continued to lash Chennai on Friday as several parts of the city remained waterloggedScenes in KK Nagar and Pudupetchennairains ChennaiRains Photos M Vedhan K PichumaniThe Hindu httpstcowMK9zfx9U,KK nagar,B-geo
"Rains continued to lash #Chennai on Friday, as several parts of the city remained water-logged
Scenes in K.K. Nagar and Pudupet
#chennairains #ChennaiRains2021 
Photos: M. Vedhan, K. Pichumani/The Hindu https://t.co/w1MK9zfx9U",Rains continued to lash Chennai on Friday as several parts of the city remained waterloggedScenes in KK Nagar and Pudupetchennairains ChennaiRains Photos M Vedhan K PichumaniThe Hindu httpstcowMK9zfx9U,Pudupet,B-geo
"Rains continued to lash #Chennai on Friday, as several parts of the city remained water-logged
Scenes in K.K. Nagar and Pudupet
#chennairains #ChennaiRains2021 
Photos: M. Vedhan, K. Pichumani/The Hindu https://t.co/w1MK9zfx9U",Rains continued to lash Chennai on Friday as several parts of the city remained waterloggedScenes in KK Nagar and Pudupetchennairains ChennaiRains Photos M Vedhan K PichumaniThe Hindu httpstcowMK9zfx9U,Pudhupettai,B-geo
"Rains continued to lash #Chennai on Friday, as several parts of the city remained water-logged
Scenes in K.K. Nagar and Pudupet
#chennairains #ChennaiRains2021 
Photos: M. Vedhan, K. Pichumani/The Hindu https://t.co/w1MK9zfx9U",Rains continued to lash Chennai on Friday as several parts of the city remained waterloggedScenes in KK Nagar and Pudupetchennairains ChennaiRains Photos M Vedhan K PichumaniThe Hindu httpstcowMK9zfx9U,waterlogged,O
"Rains will taper off by noon on the #HappyNewyear2022 day in #Chennai and north coastal #Tamilnadu,  with few late evening and night spells.
Sunday mostly dry after morning showers.
Friends - Wish you all a very happy new year 2022!

#Chennairains 
#2022 https://t.co/qEXemvMUEM",Rains will taper off by noon on the HappyNewyear day in Chennai and north coastal Tamilnaduwith few late evening and night spellsSunday mostly dry after morning showersFriendsWish you all a very happy new year ChennairainshttpstcoqEXemvMUEM,north coastal,B-geo
"Red alert issued in 4 districts, three die due to electrocution.

#ChennaiRain | #ChennaiFloods 

https://t.co/0tdHvkOHWO",Red alert issued indistricts three die due to electrocutionChennaiRainChennaiFloods httpstcotdHvkOHWO,red alert,O
"Releasing Water Level Status :-

#PuzhalLake to 146 cusecs.

#Chembarambakkam Lake to 2000 cusecs.

#Poondi Lake to 711 cusecs.

#Cholavaram to 950 cusecs.

Reported Time : 07.30 AM 31.12.2021

#Chennai #ChennaiRain #ChennaiRains2021 #flood #chennaifloods",Releasing Water Level Status PuzhalLake tocusecsChembarambakkam Lake tocusecsPoondi Lake tocusecsCholavaram to 9 cusecsReported TimeAM Chennai ChennaiRain ChennaiRains flood chennaifloods,PuzhalLake ,B-geo
"Releasing Water Level Status :-

#PuzhalLake to 146 cusecs.

#Chembarambakkam Lake to 2000 cusecs.

#Poondi Lake to 711 cusecs.

#Cholavaram to 950 cusecs.

Reported Time : 07.30 AM 31.12.2021

#Chennai #ChennaiRain #ChennaiRains2021 #flood #chennaifloods",Releasing Water Level Status PuzhalLake tocusecsChembarambakkam Lake tocusecsPoondi Lake tocusecsCholavaram to 9 cusecsReported TimeAM Chennai ChennaiRain ChennaiRains flood chennaifloods,Chembarambakkam LaKE,B-geo
"Releasing Water Level Status :-

#PuzhalLake to 146 cusecs.

#Chembarambakkam Lake to 2000 cusecs.

#Poondi Lake to 711 cusecs.

#Cholavaram to 950 cusecs.

Reported Time : 07.30 AM 31.12.2021

#Chennai #ChennaiRain #ChennaiRains2021 #flood #chennaifloods",Releasing Water Level Status PuzhalLake tocusecsChembarambakkam Lake tocusecsPoondi Lake tocusecsCholavaram to 9 cusecsReported TimeAM Chennai ChennaiRain ChennaiRains flood chennaifloods,Cholavaram ,B-geo
"Releasing Water Level Status :-

#PuzhalLake to 146 cusecs.

#Chembarambakkam Lake to 2000 cusecs.

#Poondi Lake to 711 cusecs.

#Cholavaram to 950 cusecs.

Reported Time : 07.30 AM 31.12.2021

#Chennai #ChennaiRain #ChennaiRains2021 #flood #chennaifloods",Releasing Water Level Status PuzhalLake tocusecsChembarambakkam Lake tocusecsPoondi Lake tocusecsCholavaram to 9 cusecsReported TimeAM Chennai ChennaiRain ChennaiRains flood chennaifloods,9 cusecs,O
Scenes in Chennai tonight. #chennairains #ChennaiRain #Chennai #chennaifloods https://t.co/kXX4GL5Hx8,Scenes in Chennai tonight chennairains ChennaiRain Chennai chennaifloods httpstcokXXGLHx,tonight,O
"Several pockets of #TNagar and #AshokNagar are grappling under #ChennaiFloods due to recent #ChennaiRains 

Photo News Credits: #MambalamTimes https://t.co/H7br5wkoHE",Several pockets of TNagar and AshokNagar are grappling under ChennaiFloods due to recent ChennaiRains Photo News Credits MambalamTimes httpstcoHbrwkoHE,Tnagar,B-geo
"Several pockets of #TNagar and #AshokNagar are grappling under #ChennaiFloods due to recent #ChennaiRains 

Photo News Credits: #MambalamTimes https://t.co/H7br5wkoHE",Several pockets of TNagar and AshokNagar are grappling under ChennaiFloods due to recent ChennaiRains Photo News Credits MambalamTimes httpstcoHbrwkoHE,Ashok nagar,B-geo
"Several pockets of #TNagar and #AshokNagar are grappling under #ChennaiFloods due to recent #ChennaiRains 

Photo News Credits: #MambalamTimes https://t.co/H7br5wkoHE",Several pockets of TNagar and AshokNagar are grappling under ChennaiFloods due to recent ChennaiRains Photo News Credits MambalamTimes httpstcoHbrwkoHE,Mambalam,B-geo
"Started home from my office at TTK Road at 8:20PM. Reached my residence at Velachery at 10:10PM.  TTK road, CP ramaswamy road, Chamiers Road, SP Road are all flooded. Situation in Velachery main road is far far better.
#chennairains #chennaifloods #chennaitraffic",Started home from my office at TTK Road at PM Reached my residence at Velachery at PMTTK road CP ramaswamy road Chamiers Road SP Road are all flooded Situation in Velachery main road is far far betterchennairains chennaifloods chennaitraffic,TTK Road,B-geo
"Started home from my office at TTK Road at 8:20PM. Reached my residence at Velachery at 10:10PM.  TTK road, CP ramaswamy road, Chamiers Road, SP Road are all flooded. Situation in Velachery main road is far far better.
#chennairains #chennaifloods #chennaitraffic",Started home from my office at TTK Road at PM Reached my residence at Velachery at PMTTK road CP ramaswamy road Chamiers Road SP Road are all flooded Situation in Velachery main road is far far betterchennairains chennaifloods chennaitraffic,Velachery,B-geo
"Started home from my office at TTK Road at 8:20PM. Reached my residence at Velachery at 10:10PM.  TTK road, CP ramaswamy road, Chamiers Road, SP Road are all flooded. Situation in Velachery main road is far far better.
#chennairains #chennaifloods #chennaitraffic",Started home from my office at TTK Road at PM Reached my residence at Velachery at PMTTK road CP ramaswamy road Chamiers Road SP Road are all flooded Situation in Velachery main road is far far betterchennairains chennaifloods chennaitraffic,PMTTK road,B-geo
"Started home from my office at TTK Road at 8:20PM. Reached my residence at Velachery at 10:10PM.  TTK road, CP ramaswamy road, Chamiers Road, SP Road are all flooded. Situation in Velachery main road is far far better.
#chennairains #chennaifloods #chennaitraffic",Started home from my office at TTK Road at PM Reached my residence at Velachery at PMTTK road CP ramaswamy road Chamiers Road SP Road are all flooded Situation in Velachery main road is far far betterchennairains chennaifloods chennaitraffic,CP ramaswamy road ,B-geo
"Started home from my office at TTK Road at 8:20PM. Reached my residence at Velachery at 10:10PM.  TTK road, CP ramaswamy road, Chamiers Road, SP Road are all flooded. Situation in Velachery main road is far far better.
#chennairains #chennaifloods #chennaitraffic",Started home from my office at TTK Road at PM Reached my residence at Velachery at PMTTK road CP ramaswamy road Chamiers Road SP Road are all flooded Situation in Velachery main road is far far betterchennairains chennaifloods chennaitraffic,Chamiers Road,B-geo
"Started home from my office at TTK Road at 8:20PM. Reached my residence at Velachery at 10:10PM.  TTK road, CP ramaswamy road, Chamiers Road, SP Road are all flooded. Situation in Velachery main road is far far better.
#chennairains #chennaifloods #chennaitraffic",Started home from my office at TTK Road at PM Reached my residence at Velachery at PMTTK road CP ramaswamy road Chamiers Road SP Road are all flooded Situation in Velachery main road is far far betterchennairains chennaifloods chennaitraffic,SP Road,B-geo
Started raining 🌧  in many places of #Chennai . Radar hints more rains ahead in coming hours #chennairains #chennaiweather,Started rainingin many places of ChennaiRadar hints more rains ahead in coming hours chennairains chennaiweather,Radar,O
"Stay safe everyone while travelling outside, Ella road layum thanniya irukku, bike ottitu pogave mudila 😕
#ChennaiRain #chennaitraffic #ChennaiRains2021 #chennaifloods 

#AK   #AJITH   #AjithKumar   #Valimai   #ValimaiTrailer",Stay safe everyone while travelling outside Ella road layum thanniya irukku bike ottitu pogave mudila ChennaiRain chennaitraffic ChennaiRains chennaifloods AKAJITHAjithKumarValimaiValimaiTrailer,Stay safe,O
"Stay safe guys.. going to be a wet start to the year.. stay indoors 
#Chennai #ChennaiRains #StaySafe #chennaifloods @ChennaiRains @chennaicorp @chennaiweather https://t.co/gpmVS4qiUb",Stay safe guys going to be a wet start to the year stay indoors Chennai ChennaiRains StaySafe chennaifloods ChennaiRains chennaicorp chennaiweather httpstcogpmVSqiUb,indoor,O
"Stay safe guys.. going to be a wet start to the year.. stay indoors 
#Chennai #ChennaiRains #StaySafe #chennaifloods @ChennaiRains @chennaicorp @chennaiweather https://t.co/gpmVS4qiUb",Stay safe guys going to be a wet start to the year stay indoors Chennai ChennaiRains StaySafe chennaifloods ChennaiRains chennaicorp chennaiweather httpstcogpmVSqiUb,wet start,O
"Tamil Nadu Rains: 3 Dead in Rain Related Incidents, Heavy Rainfall Causes Massive Traffic Jam in Chennai 
#TamilNaduRains #ChennaiRains #TrafficAlert #TamilNadu #Chennai 
https://t.co/MHYchyUq0T",Tamil Nadu RainsDead in Rain Related Incidents Heavy Rainfall Causes Massive Traffic Jam in Chennai TamilNaduRains ChennaiRains TrafficAlert TamilNadu Chennai httpstcoMHYchyUqT,Dead,O
,,Traffic alert,O
"Tamil Nadu rains: Red alert in Chennai, 3 other districts; three dead

#TamilNadu #RedAlert #Chennai #rain #weather 
https://t.co/NUYElmRCr0 https://t.co/zYuaM8XMk5",Tamil Nadu rains Red alert in Chennaiother districts three deadTamilNadu RedAlert Chennai rain weather httpstcoNUYElmRCr httpstcozYuaMXMk,rain weather,O
"Tamil Nadu Rains: Red Warning in Chennai, 3 other regions; 3 died
#Chennai #ChennaiRain
https://t.co/SUk9tIaVhs",Tamil Nadu Rains Red Warning in Chennaiother regionsdiedChennai ChennaiRainhttpstcoSUk9tIaVhs,red warning,O
"The incessant rains in Chennai have become a cause for worry.  
Requesting our brothers &amp; sisters in the state to follow all safety measures.
And an appeal to Congress workers- please help in relief &amp; rescue work. 

Take care, #Chennai.",The incessant rains in Chennai have become a cause for worryRequesting our brothers amp sisters in the state to follow all safety measuresAnd an appeal to Congress workers please help in relief amp rescue work Take care Chennai,incessant rains,O
"The incessant rains in Chennai have become a cause for worry.  
Requesting our brothers &amp; sisters in the state to follow all safety measures.
And an appeal to Congress workers- please help in relief &amp; rescue work. 

Take care, #Chennai.",The incessant rains in Chennai have become a cause for worryRequesting our brothers amp sisters in the state to follow all safety measuresAnd an appeal to Congress workers please help in relief amp rescue work Take care Chennai,safety measures,O
The rain gods are not happy with our Tamils 😐 #Chennaifloods https://t.co/god4x3sweb,The rain gods are not happy with our TamilsChennaifloods httpstcogodxsweb,rain gods,O
"There is increased focus to conserve the #Pallikaranai marsh, a wetland that acts like a sponge, storing the monsoon rains in Chennai. See how the wetland has shrunk over the years on the interactive map inside! ✒️ Nina Varghese #Chennaifloods  #maps https://t.co/Wd4yjqVzX3",There is increased focus to conserve the Pallikaranai marsh a wetland that acts like a sponge storing the monsoon rains in Chennai See how the wetland has shrunk over the years on the interactive map insideNina Varghese Chennaifloodsmaps httpstcoWdyjqVzX,Pallikaranai marsh,B-geo
"There is increased focus to conserve the #Pallikaranai marsh, a wetland that acts like a sponge, storing the monsoon rains in Chennai. See how the wetland has shrunk over the years on the interactive map inside! ✒️ Nina Varghese #Chennaifloods  #maps https://t.co/Wd4yjqVzX4",There is increased focus to conserve the Pallikaranai marsh a wetland that acts like a sponge storing the monsoon rains in Chennai See how the wetland has shrunk over the years on the interactive map insideNina Varghese Chennaifloodsmaps httpstcoWdyjqVzX,monsoon rains,O
"There is increased focus to conserve the #Pallikaranai marsh, a wetland that acts like a sponge, storing the monsoon rains in Chennai. See how the wetland has shrunk over the years on the interactive map inside! ✒️ Nina Varghese #Chennaifloods  #maps https://t.co/Wd4yjqVzX5",There is increased focus to conserve the Pallikaranai marsh a wetland that acts like a sponge storing the monsoon rains in Chennai See how the wetland has shrunk over the years on the interactive map insideNina Varghese Chennaifloodsmaps httpstcoWdyjqVzX,interactive map,O
"These rainfall activities in #Chennai may be heavy in nature today &amp; tomorrow but may not be as heavy as already experienced yesterday. On Jan 2, rains may reduce but full clearance is only expected around Jan 3. #ChennaiRains #ChennaiRains2021 

https://t.co/52uM24Oi48",These rainfall activities in Chennai may be heavy in nature today amp tomorrow but may not be as heavy as already experienced yesterday On Janrains may reduce but full clearance is only expected around JanChennaiRains ChennaiRains httpstcouMOi,JAN rains,O
"This is the status of #Kovalambeach beach on ECR. Tonnes of water hyacinth from upstream #Chennai rivers filled with plastic, liquor bottles, biomedical waste &amp; trash washes ashore here. #ClimateEmergency

@NewIndianXpress #ChennaiRain #chennaifloods  @supriyasahuias 

Thread👇 https://t.co/0dIwuzT5jx",This is the status of Kovalambeach beach on ECR Tonnes of water hyacinth from upstream Chennai rivers filled with plastic liquor bottles biomedical waste amp trash washes ashore here ClimateEmergencyNewIndianXpress ChennaiRain chennaifloodssupriyasahuias Thread httpstcodIwuzTjx,Kovalambeach beach ,B-geo
"This is the status of #Kovalambeach beach on ECR. Tonnes of water hyacinth from upstream #Chennai rivers filled with plastic, liquor bottles, biomedical waste &amp; trash washes ashore here. #ClimateEmergency

@NewIndianXpress #ChennaiRain #chennaifloods  @supriyasahuias 

Thread👇 https://t.co/0dIwuzT5jx",This is the status of Kovalambeach beach on ECR Tonnes of water hyacinth from upstream Chennai rivers filled with plastic liquor bottles biomedical waste amp trash washes ashore here ClimateEmergencyNewIndianXpress ChennaiRain chennaifloodssupriyasahuias Thread httpstcodIwuzTjx,water hyacinth,O
"This is the status of #Kovalambeach beach on ECR. Tonnes of water hyacinth from upstream #Chennai rivers filled with plastic, liquor bottles, biomedical waste &amp; trash washes ashore here. #ClimateEmergency

@NewIndianXpress #ChennaiRain #chennaifloods  @supriyasahuias 

Thread👇 https://t.co/0dIwuzT5jx",This is the status of Kovalambeach beach on ECR Tonnes of water hyacinth from upstream Chennai rivers filled with plastic liquor bottles biomedical waste amp trash washes ashore here ClimateEmergencyNewIndianXpress ChennaiRain chennaifloodssupriyasahuias Thread httpstcodIwuzTjx,plastic liquor bottles,O
"This is the status of #Kovalambeach beach on ECR. Tonnes of water hyacinth from upstream #Chennai rivers filled with plastic, liquor bottles, biomedical waste &amp; trash washes ashore here. #ClimateEmergency

@NewIndianXpress #ChennaiRain #chennaifloods  @supriyasahuias 

Thread👇 https://t.co/0dIwuzT5jx",This is the status of Kovalambeach beach on ECR Tonnes of water hyacinth from upstream Chennai rivers filled with plastic liquor bottles biomedical waste amp trash washes ashore here ClimateEmergencyNewIndianXpress ChennaiRain chennaifloodssupriyasahuias Thread httpstcodIwuzTjx,ECR ,B-geo
"This is the status of #Kovalambeach beach on ECR. Tonnes of water hyacinth from upstream #Chennai rivers filled with plastic, liquor bottles, biomedical waste &amp; trash washes ashore here. #ClimateEmergency

@NewIndianXpress #ChennaiRain #chennaifloods  @supriyasahuias 

Thread👇 https://t.co/0dIwuzT5jx",This is the status of Kovalambeach beach on ECR Tonnes of water hyacinth from upstream Chennai rivers filled with plastic liquor bottles biomedical waste amp trash washes ashore here ClimateEmergencyNewIndianXpress ChennaiRain chennaifloodssupriyasahuias Thread httpstcodIwuzTjx,biomedical waste,O
Those roads can be temporarily closed or any signs of diversion can be made to avoid the Chaos in traffic or SOMETHING ELSE HAS TO BE DONE to correct these kind of situations ASAP and for the future cases. #ChennaiRain #ChennaiRains2021 #chennaitraffic #chennaifloods,Those roads can be temporarily closed or any signs of diversion can be made to avoid the Chaos in traffic or SOMETHING ELSE HAS TO BE DONE to correct these kind of situations ASAP and for the future cases ChennaiRain ChennaiRains chennaitraffic chennaifloods,chaos ,O
Those roads can be temporarily closed or any signs of diversion can be made to avoid the Chaos in traffic or SOMETHING ELSE HAS TO BE DONE to correct these kind of situations ASAP and for the future cases. #ChennaiRain #ChennaiRains2021 #chennaitraffic #chennaifloods,Those roads can be temporarily closed or any signs of diversion can be made to avoid the Chaos in traffic or SOMETHING ELSE HAS TO BE DONE to correct these kind of situations ASAP and for the future cases ChennaiRain ChennaiRains chennaitraffic chennaifloods,traffic diversion,O
Those roads can be temporarily closed or any signs of diversion can be made to avoid the Chaos in traffic or SOMETHING ELSE HAS TO BE DONE to correct these kind of situations ASAP and for the future cases. #ChennaiRain #ChennaiRains2021 #chennaitraffic #chennaifloods,Those roads can be temporarily closed or any signs of diversion can be made to avoid the Chaos in traffic or SOMETHING ELSE HAS TO BE DONE to correct these kind of situations ASAP and for the future cases ChennaiRain ChennaiRains chennaitraffic chennaifloods,ASAP,O
"To be fair @ChennaiRmc gave weather forecast during the entire #monsoon without crucial upper air data. Failure to predict recent #Chennai rains was largely due to unavailability this crucial observations.

@NewIndianXpress
@xpresstn @mkstalin

Thread👇

https://t.co/CAMwnfUYjl",To be fair ChennaiRmc gave weather forecast during the entire monsoon without crucial upper air data Failure to predict recent Chennai rains was largely due to unavailability this crucial observationsNewIndianXpressxpresstn mkstalinThreadhttpstcoCAMwnfUYjl,upper air data,O
"To be fair @ChennaiRmc gave weather forecast during the entire #monsoon without crucial upper air data. Failure to predict recent #Chennai rains was largely due to unavailability this crucial observations.

@NewIndianXpress
@xpresstn @mkstalin

Thread👇

https://t.co/CAMwnfUYjl",To be fair ChennaiRmc gave weather forecast during the entire monsoon without crucial upper air data Failure to predict recent Chennai rains was largely due to unavailability this crucial observationsNewIndianXpressxpresstn mkstalinThreadhttpstcoCAMwnfUYjl,weather forecast,O
"To be fair @ChennaiRmc gave weather forecast during the entire #monsoon without crucial upper air data. Failure to predict recent #Chennai rains was largely due to unavailability this crucial observations.

@NewIndianXpress
@xpresstn @mkstalin

Thread👇

https://t.co/CAMwnfUYjl",To be fair ChennaiRmc gave weather forecast during the entire monsoon without crucial upper air data Failure to predict recent Chennai rains was largely due to unavailability this crucial observationsNewIndianXpressxpresstn mkstalinThreadhttpstcoCAMwnfUYjl,monsoon,O
"TOP STORY OF THE HOUR ON MIRROR NOW

Heavy rains have struck #Chennai leading to severe waterlogging. 150 water pumps have been deployed to pump out water from the streets. Holiday has been declared for schools and colleges in four districts. 

@Mugilan__C reports https://t.co/YSUvWYSiXW",TOP STORY OF THE HOUR ON MIRROR NOWHeavy rains have struck Chennai leading to severe waterloggingwater pumps have been deployed to pump out water from the streets Holiday has been declared for schools and colleges in four districts MugilanC reports httpstcoYSUvWYSiXW,chennai,B-geo
"TOP STORY OF THE HOUR ON MIRROR NOW

Heavy rains have struck #Chennai leading to severe waterlogging. 150 water pumps have been deployed to pump out water from the streets. Holiday has been declared for schools and colleges in four districts. 

@Mugilan__C reports https://t.co/YSUvWYSiXW",TOP STORY OF THE HOUR ON MIRROR NOWHeavy rains have struck Chennai leading to severe waterloggingwater pumps have been deployed to pump out water from the streets Holiday has been declared for schools and colleges in four districts MugilanC reports httpstcoYSUvWYSiXW,HOLIDAY,O
"TOP STORY OF THE HOUR ON MIRROR NOW

Heavy rains have struck #Chennai leading to severe waterlogging. 150 water pumps have been deployed to pump out water from the streets. Holiday has been declared for schools and colleges in four districts. 

@Mugilan__C reports https://t.co/YSUvWYSiXW",TOP STORY OF THE HOUR ON MIRROR NOWHeavy rains have struck Chennai leading to severe waterloggingwater pumps have been deployed to pump out water from the streets Holiday has been declared for schools and colleges in four districts MugilanC reports httpstcoYSUvWYSiXW,school,O
"TOP STORY OF THE HOUR ON MIRROR NOW

Heavy rains have struck #Chennai leading to severe waterlogging. 150 water pumps have been deployed to pump out water from the streets. Holiday has been declared for schools and colleges in four districts. 

@Mugilan__C reports https://t.co/YSUvWYSiXW",TOP STORY OF THE HOUR ON MIRROR NOWHeavy rains have struck Chennai leading to severe waterloggingwater pumps have been deployed to pump out water from the streets Holiday has been declared for schools and colleges in four districts MugilanC reports httpstcoYSUvWYSiXW,college,O
"TOP STORY OF THE HOUR ON MIRROR NOW

Heavy rains have struck #Chennai leading to severe waterlogging. 150 water pumps have been deployed to pump out water from the streets. Holiday has been declared for schools and colleges in four districts. 

@Mugilan__C reports https://t.co/YSUvWYSiXW",TOP STORY OF THE HOUR ON MIRROR NOWHeavy rains have struck Chennai leading to severe waterloggingwater pumps have been deployed to pump out water from the streets Holiday has been declared for schools and colleges in four districts MugilanC reports httpstcoYSUvWYSiXW,pump deploy ,O
"Traffic update 
*Little mount to velachery .
*Guindy Race course road to velachery (Road full of water)  . Pls don't prefer . 
*Gurunanak college to Vijaynagar . 
#Chennai
#chennairains 
#ChennaiCorporation 
#chennaifloods",Traffic update Little mount to velachery Guindy Race course road to velachery Road full of waterPls dont preferGurunanak college to VijaynagarChennaichennairains ChennaiCorporation chennaifloods,velachery,B-geo
"Traffic update 
*Little mount to velachery .
*Guindy Race course road to velachery (Road full of water)  . Pls don't prefer . 
*Gurunanak college to Vijaynagar . 
#Chennai
#chennairains 
#ChennaiCorporation 
#chennaifloods",Traffic update Little mount to velachery Guindy Race course road to velachery Road full of waterPls dont preferGurunanak college to VijaynagarChennaichennairains ChennaiCorporation chennaifloods,guindy,B-geo
